Name,Property_Title,Price,Location,Total_Area,Price_per_SQFT,Baths,Balcony
M Vishveshvaraiah Nagar Ramamurthy NagarBangalore,2 BHK Flat for sale in Ramamurthy Nagar Bangalore,85.0 L,M Vishveshvaraiah Nagar Ramamurthy NagarBangalore,1200,7080,3,No
SLS Sunflower,2 BHK Flat for sale in Bhoganhalli Bangalore,75.0 L,Bhoganhalli Bangalore,1070,7010,3,No
Akshaya Vana AkshayanagarBangalore,4 BHK Villa for sale in Akshayanagar Bangalore,2.65 Cr,Akshaya Vana AkshayanagarBangalore,3000,8830,6,Yes
Wise Golden Rays by Wise Builders and Developers,3 BHK Flat for sale in Devarachikkana Halli Bangalore,1.5 Cr,Devarachikkana Halli Bangalore,1575,9520,3,Yes
Sowparnika Sanvi,2 BHK Flat for sale in Whitefield Bangalore,69.0 L,Vijay Nagar WhitefieldBangalore,1116,6180,3,Yes
Chamundi Nagar HebbalBangalore,3 BHK Flat for sale in Hebbal Bangalore,85.0 L,Chamundi Nagar HebbalBangalore,1550,5480,3,No
Wise Golden Rays by Wise Builders and Developers,3 BHK Flat for sale in Devarachikkana Halli Bangalore,1.5 Cr,Devarachikkana Halli Bangalore,1575,9520,3,No
Vakil Whispering Woods Residences,2 BHK Flat for sale in Thirumagondanahalli Bangalore,38.0 L,Thirumagondanahalli Bangalore,871,4360,3,No
Puravankara Purva Highlands,2 BHK Flat for sale in Vakil Garden City Bangalore,80.0 L,Vakil Garden City Bangalore,1340,5970,3,No
Paras Manyata Apartment,3 BHK Flat for sale in Thanisandra Bangalore,1.1 Cr,Manayata Tech Park ThanisandraBangalore,1665,6610,3,Yes
Abhee Nakshatra,3 BHK Flat for sale in Mullur Bangalore,92.0 L,Mullur Bangalore,1474,6240,3,Yes
Sai Purvi Symphony,2 BHK Flat for sale in Thippasandra Bangalore,1.5 Cr,Thippasandra Bangalore,1285,11670,3,Yes
NR Windgates,3 BHK Flat for sale in Chokkanahalli Bangalore,95.0 L,Chokkanahalli Bangalore,1422,6680,3,Yes
Golden Pearl,3 BHK Villa for sale in Attibele Bangalore,1.37 Cr,Attibele Bangalore,2345,5840,4,Yes
Aster parkSelf Financed Society 208 Colony Yelahanka New TownBangalore,3 BHK Flat for sale in Yelahanka New Town Bangalore,1.1 Cr,Aster parkSelf Financed Society 208 Colony Yelahanka New TownBangalore,1577,6970,3,Yes
Pearlite Lakeside,2 BHK Flat for sale in Parappana Agrahara Bangalore,65.0 L,Sai Meadows Parappana AgraharaBangalore,1233,5270,3,Yes
Mantri Splendor by Mantri Developers,3 BHK Flat for sale in Hennur Bangalore,1.15 Cr,Vadarpalya HennurBangalore,1575,7300,3,No
Mahaveer Calyx,3 BHK Flat for sale in Bommanahalli Bangalore,80.0 L,Addischetan Layout BommanahalliBangalore,1430,5590,3,Yes
Vijaya Vijay Mansion,2 BHK Flat for sale in Mahadevapura Bangalore,63.0 L,Pai Layout MahadevapuraBangalore,1467,4290,3,No
Vijaya Vijay Mansion,2 BHK Flat for sale in Mahadevapura Bangalore,63.0 L,Pai Layout MahadevapuraBangalore,1467,4290,3,No
Shree Tirumala Sunidhi Desire,2 BHK Flat for sale in Devarachikkana Halli Bangalore,60.0 L,Devarachikkana Halli Bangalore,1084,5540,3,Yes
Aratt Premier,2 BHK Flat for sale in Hoodi Bangalore,82.0 L,Seetharampalya HoodiBangalore,1102,7440,3,No
Sri Sai samruddi enclave,2 BHK Flat for sale in Mahadevapura Bangalore,80.0 L,B Narayanapura MahadevapuraBangalore,1160,6900,3,Yes
Sobha Amber by Sobha Limited,3 BHK Flat for sale in Jakkur Bangalore,1.4 Cr,Rachenahalli JakkurBangalore,1900,7370,3,Yes
Sundar Ram Shetty Nagar BilekahalliBangalore,4 BHK Villa for sale in Bilekahalli Bangalore,4.0 Cr,Sundar Ram Shetty Nagar BilekahalliBangalore,2350,17020,4,Yes
Century Breeze,2 BHK Flat for sale in Jakkur Bangalore,1.3 Cr,Rachenahalli JakkurBangalore,1400,9290,3,Yes
Accent Ashelar by Accent Homez,2 BHK Flat for sale in Chikkanagamangala Bangalore,65.0 L,Chikkanagamangala Bangalore,1650,3940,3,Yes
Marvel Shine,2 BHK Flat for sale in Hebbal Kempapura Bangalore,60.0 L,Mariyannapalya Hebbal KempapuraBangalore,1200,5000,3,No
Prakruthi Krishna Apartments,3 BHK Flat for sale in Vidyaranyapura Bangalore,75.0 L,Vaishnavi Layout VidyaranyapuraBangalore,1621,4630,3,Yes
DS Max Signature,2 BHK Flat for sale in Devinagar Bangalore,74.0 L,Devinagar Bangalore,1241,5960,3,No
Hoodi Bangalore,3 BHK Flat for sale in Hoodi Bangalore,90.0 L,Hoodi Bangalore,1730,5200,3,Yes
GD Layout VidyaranyapuraBangalore,3 BHK Flat for sale in Vidyaranyapura Bangalore,76.0 L,GD Layout VidyaranyapuraBangalore,1460,5210,3,Yes
TG Lakevista apartmentAECS C Block BegurBangalore,2 BHK Flat for sale in Begur Bangalore,58.0 L,TG Lakevista apartmentAECS C Block BegurBangalore,1227,4730,3,Yes
Aswani Aaeesha,2 BHK Flat for sale in Rayasandra Bangalore,45.0 L,Konappana Agrahara RayasandraBangalore,545,8260,2,Yes
Artha Citrine by Artha Property,1 BHK Flat for sale in Attibele Bangalore,25.0 L,Attibele Bangalore,500,5000,2,Yes
Kothanur Bangalore,2 BHK Flat for sale in Kothanur Bangalore,1.1 Cr,Kothanur Bangalore,1740,6320,3,Yes
Sarjapur Road Kasavanahalli Bangalore,2 BHK Flat for sale in Kasavanahalli Bangalore,78.0 L,Sarjapur Road Kasavanahalli Bangalore,1225,6370,3,Yes
Siri desire Poornapragna Housing Society L KodipurBangalore,3 BHK Flat for sale in Kodipur Bangalore,60.0 L,Siri desire Poornapragna Housing Society L KodipurBangalore,1350,4440,3,Yes
Vensa Residency,3 BHK Flat for sale in Singasandra Bangalore,96.0 L,Aishwarya Crystal Layout SingasandraBangalore,1710,5610,3,Yes
Jahnvi Meadows Akshaya Vana AkshayanagarBangalore,3 BHK Flat for sale in Akshayanagar Bangalore,52.0 L,Jahnvi Meadows Akshaya Vana AkshayanagarBangalore,1500,3470,3,No
Plama Heights,3 BHK Flat for sale in HBR Layout Bangalore,1.2 Cr,Punappa Layout HBR LayoutBangalore,1800,6670,3,Yes
Fortuna Acacia,2 BHK Flat for sale in Sahakara Nagar Bangalore,82.0 L,Sahakara Nagar Bangalore,1100,7450,3,Yes
Kumar Princetown,2 BHK Flat for sale in Jalahalli West Bangalore,71.0 L,Shetty Halli Jalahalli WestBangalore,1080,6570,3,No
Shreedevi Devin Indra Paradise,2 BHK Flat for sale in Chokkanahalli Bangalore,64.0 L,Devin Paradise Enclave ChokkanahalliBangalore,1140,5610,3,No
Godrej Nurture by Godrej Properties Ltd. ,2 BHK Flat for sale in Electronic City Phase II Bangalore,90.0 L,Veer Sandra Electronic City Phase IIBangalore,991,9080,3,Yes
GM Sri Sai Enclave,3 BHK Flat for sale in Srinivasa Nagar Bangalore,1.1 Cr,Srinivasa Nagar Bangalore,1490,7380,3,No
Chitrkoot annexMalleswaram Bangalore,3 BHK Flat for sale in Malleswaram Bangalore,2.22 Cr,Chitrkoot annexMalleswaram Bangalore,1539,14420,3,Yes
Pyramid Banksia by Pyramid Ventures,2 BHK Flat for sale in Yelahanka Bangalore,70.0 L,Yelahanka Bangalore,1044,6700,3,No
Sparkle Realty The Marquise,3 BHK Flat for sale in Hulimavu Bangalore,1.3 Cr,Hulimavu Bangalore,1500,8670,3,No
Bhartiya city nikoo homes 2Rachenahalli ThanisandraBangalore,3 BHK Flat for sale in Thanisandra Bangalore,1.2 Cr,Bhartiya city nikoo homes 2Rachenahalli ThanisandraBangalore,1551,7740,3,Yes
Sobha Clovelly,3 BHK Flat for sale in Uttarahalli Hobli Bangalore,2.4 Cr,Gaundanapalya Uttarahalli HobliBangalore,2135,11240,4,Yes
DSMAX SANDALWOOD,3 BHK Flat for sale in Nagasandra Bangalore,85.0 L,Nagasandra Bangalore,1411,6020,3,Yes
Tetra Green Pride,3 BHK Flat for sale in Chokkanahalli Bangalore,85.0 L,Balaji Layout ChokkanahalliBangalore,1500,5670,3,Yes
DNA Iris,2 BHK Flat for sale in Whitefield Bangalore,90.0 L,Dodsworth Layout WhitefieldBangalore,1272,7080,3,Yes
Mythri Maiden,3 BHK Flat for sale in Somasundarapalya Bangalore,70.0 L,Somasundarapalya Bangalore,1475,4750,3,Yes
Genesis Eco Sphere,3 BHK Flat for sale in Electronic City Bangalore,1.25 Cr,Electronics City Phase 1 Electronic CityBangalore,1854,6740,3,Yes
Nagashetty Halli RMV Extension Stage 2Bangalore,2 BHK Flat for sale in RMV Extension Stage 2 Bangalore,1.1 Cr,Nagashetty Halli RMV Extension Stage 2Bangalore,1150,9560,3,Yes
Mallasandra Village T DasarahalliBangalore,3 BHK Flat for sale in T Dasarahalli Bangalore,86.0 L,Mallasandra Village T DasarahalliBangalore,1726,4980,3,Yes
Vittasandra Bangalore,5 BHK Villa for sale in Vittasandra Bangalore,1.3 Cr,Vittasandra Bangalore,1200,10830,3,No
Srinidhi Cintiila apartments Chiranjeevi Layout Hebbal KempapuraBangalore,3 BHK Flat for sale in Hebbal Kempapura Bangalore,90.0 L,Srinidhi Cintiila apartments Chiranjeevi Layout Hebbal KempapuraBangalore,1330,6770,3,No
Golden Bell,2 BHK Flat for sale in Jalahalli Bangalore,70.0 L,Jalahalli Village JalahalliBangalore,1064,6580,3,No
Splendor,3 BHK Flat for sale in Thanisandra Bangalore,90.0 L,P&T Layout ThanisandraBangalore,1650,5450,3,Yes
Crescent Crescent Magna,2 BHK Flat for sale in Hebbal Bangalore,70.0 L,Sultanpalya HebbalBangalore,1126,6220,3,No
 Vikas Orchid Apartments,2 BHK Flat for sale in Hebbal Kempapura Bangalore,39.0 L,Mariyannapalya Hebbal KempapuraBangalore,825,4730,3,Yes
Legacy Ariston,2 BHK Flat for sale in Anantapura Bangalore,75.0 L,Anantapura Bangalore,1200,6250,3,No
Anekal Bangalore,3 BHK Villa for sale in Anekal Bangalore,70.0 L,Anekal Bangalore,2200,3180,4,Yes
JS Nagar Maruthi NagarBangalore,3 BHK Flat for sale in Maruthi Nagar Bangalore,1.1 Cr,JS Nagar Maruthi NagarBangalore,1305,8430,3,No
Sobha City,3 BHK Flat for sale in Tirumanahalli Bangalore,1.9 Cr,Devin Paradise Enclave TirumanahalliBangalore,1718,11060,3,Yes
Anekal Bangalore,2 BHK Villa for sale in Anekal Bangalore,54.0 L,Anekal Bangalore,1500,3600,3,Yes
V6 Golden Nest,2 BHK Flat for sale in Jnana Ganga Nagar Bangalore,70.0 L,Jnana Ganga Nagar Bangalore,1320,5300,3,Yes
PRINCE TOWN  Shetty Halli Jalahalli WestBangalore,3 BHK Flat for sale in Jalahalli West Bangalore,1.25 Cr,PRINCE TOWN  Shetty Halli Jalahalli WestBangalore,1704,7330,3,Yes
Bhartiya City The Loft by Bhartiya City Developers Pvt Ltd,3.5 BHK Flat for sale in Thanisandra Bangalore,1.4 Cr,P&T Layout ThanisandraBangalore,1917,7300,3,Yes
Harmony,3 BHK Flat for sale in Chokkanahalli Bangalore,80.0 L,Chokkanahalli Bangalore,1241,6450,3,No
Ozone Urbana Meadows by Ozone Group,2 BHK Flat for sale in Kothanur Bangalore,80.0 L,Kothanur Bangalore,953,8390,3,Yes
Lavyuk Elite Homes,2 BHK Flat for sale in R.K. Hegde Nagar Bangalore,52.0 L,R.K. Hegde Nagar Bangalore,1140,4560,3,Yes
Pavan brindavan layout Kuthaganahalli Bangalore,3 BHK Villa for sale in Kuthaganahalli Bangalore,1.17 Cr,Pavan brindavan layout Kuthaganahalli Bangalore,1800,6470,3,Yes
Shastri Enclave,3 BHK Flat for sale in Bangalore City Municipal Corporation Layout Bangalore,90.0 L,Raghuvanahalli Bangalore City Municipal Corporation LayoutBangalore,1650,5450,3,Yes
Provident The Tree by Provident Housing Limited,2 BHK Flat for sale in Harohalli Bangalore,59.0 L,Harohalli Bangalore,1116,5290,3,No
Provident The Tree by Provident Housing Limited,2 BHK Flat for sale in Harohalli Bangalore,59.0 L,Harohalli Bangalore,1116,5290,3,Yes
Lotus Krest Phase I,2 BHK Flat for sale in Brookefield Bangalore,70.0 L,EPIP Zone BrookefieldBangalore,1372,5100,3,No
Chikkalasandra Bangalore,3 BHK Villa for sale in Chikkalasandra Bangalore,1.8 Cr,Chikkalasandra Bangalore,1200,15000,3,No
Baldota Spring Woods,3 BHK Flat for sale in Kempe Gowda Nagar Bangalore,87.75 L,Kempe Gowda Nagar Bangalore,1540,5700,3,Yes
Sowparnika Swastika,3 BHK Flat for sale in Bidaraguppe Bangalore,55.0 L,Bidaraguppe Bangalore,1464,3760,3,No
Sai Purvi Symphony,2 BHK Flat for sale in Thippasandra Bangalore,79.0 L,Thippasandra Bangalore,1330,5940,3,No
affinity Nagavara Village NagavaraBangalore,2 BHK Flat for sale in Nagavara Bangalore,85.0 L,affinity Nagavara Village NagavaraBangalore,1075,7910,3,Yes
affinityNagavara Village NagavaraBangalore,2 BHK Flat for sale in Nagavara Bangalore,84.0 L,affinityNagavara Village NagavaraBangalore,1000,8400,3,No
Dsmax Sherwood by DS-MAX Properties Private Limited,2 BHK Flat for sale in Gunjur Bangalore,55.0 L,Gunjur Bangalore,1190,4620,3,No
ChandapuraDommasandra Bangalore,3 BHK Villa for sale in Dommasandra Bangalore,1.1 Cr,ChandapuraDommasandra Bangalore,2162,5090,4,Yes
Friends Paradise,2 BHK Flat for sale in Sahakara Nagar Bangalore,75.0 L,Sahakara Nagar Bangalore,1225,6120,3,Yes
Lakevista,2 BHK Flat for sale in Begur Bangalore,60.0 L,Begur Bangalore,1300,4620,3,No
The Commune,2 BHK Flat for sale in Marsur Bangalore,45.0 L,Marsur Bangalore,1050,4290,3,Yes
The Commune,2 BHK Flat for sale in Marsur Bangalore,45.0 L,Marsur Bangalore,1050,4290,3,No
Sathya Sathya Sai Paradise,2 BHK Flat for sale in Bhoganhalli Bangalore,85.0 L,Bhoganhalli Bangalore,1100,7730,3,No
5th Stage RR NagarBangalore,5 BHK Villa for sale in RR Nagar Bangalore,4.3 Cr,5th Stage RR NagarBangalore,5800,7410,5,Yes
Century Celeste,3 BHK Flat for sale in Nehru Nagar Bangalore,1.1 Cr,Nehru Nagar Bangalore,1775,6200,3,Yes
Sowparnika Tharangini,2 BHK Flat for sale in Ittangur Bangalore,52.0 L,Ittangur Bangalore,949,5480,3,Yes
krishnarajapuHampapura Bangalore,3 BHK Flat for sale in Hampapura Bangalore,45.0 L,krishnarajapuHampapura Bangalore,1050,4290,3,Yes
Akshayanagara East AkshayanagarBangalore,3 BHK Villa for sale in Akshayanagar Bangalore,2.5 Cr,Akshayanagara East AkshayanagarBangalore,4000,6250,5,Yes
Fortuna Blue Wings,2 BHK Flat for sale in Vibhutipura Bangalore,73.0 L,Vibhutipura Bangalore,1090,6700,3,No
Shell North Gate,2 BHK Flat for sale in Narayanapura Bangalore,88.0 L,Narayanapura Bangalore,1215,7240,3,Yes
Pristine Reliable Green Fields by Pristine Builders,3 BHK Flat for sale in Kudlu Bangalore,68.0 L,Kudlu Bangalore,1453,4680,3,Yes
Ankshu Ankshu Maple by TGR Projects India Pvt. Ltd,2 BHK Flat for sale in Hampapura Bangalore,38.0 L,Hampapura Bangalore,1091,3480,3,No
SHIVADURGANADANAM  Kathriguppe BanashankariBangalore,3 BHK Flat for sale in Banashankari Bangalore,85.0 L,SHIVADURGANADANAM  Kathriguppe BanashankariBangalore,2400,3540,4,Yes
Royal Legend,3 BHK Flat for sale in Bommanahalli Bangalore,1.8 Cr,Bommanahalli Bangalore,1850,9730,3,Yes
Manya Elite,2 BHK Flat for sale in Chikkathoguru Village Bangalore,70.0 L,Chikkathoguru Village Bangalore,1200,5830,3,Yes
Rigel Villa,4 BHK Villa for sale in Sarjapur Bangalore,2.85 Cr,Sarjapur Bangalore,2655,10730,4,Yes
Lingadheeranahalli Bangalore,3 BHK Flat for sale in Lingadheeranahalli Bangalore,90.0 L,Lingadheeranahalli Bangalore,1499,6000,3,No
Sai Vrushabadri Towers by Sai Projects and Developers,3 BHK Flat for sale in Whitefield Bangalore,1.19 Cr,Dodsworth Layout WhitefieldBangalore,1500,7930,3,Yes
Duravani Nagar KrishnarajapuraBangalore,4 BHK Independent House for sale in Krishnarajapura Bangalore,1.15 Cr,Duravani Nagar KrishnarajapuraBangalore,1400,8210,3,Yes
KHB Surya City,2 BHK Flat for sale in Bommasandra Bangalore,26.0 L,Suryanagar BommasandraBangalore,650,4000,2,Yes
M Vishveshvaraiah Nagar Ramamurthy NagarBangalore,2 BHK Independent House for sale in Ramamurthy Nagar Bangalore,77.0 L,M Vishveshvaraiah Nagar Ramamurthy NagarBangalore,800,9630,1,No
Srinivasa Nagar BanashankariBangalore,3 BHK Flat for sale in Banashankari Bangalore,1.3 Cr,Srinivasa Nagar BanashankariBangalore,1450,8960,3,Yes
Shivadurga nandakamBanashankari 3rd Stage BanashankariBangalore,3 BHK Flat for sale in Banashankari Bangalore,90.0 L,Shivadurga nandakamBanashankari 3rd Stage BanashankariBangalore,2400,3750,4,Yes
Srinidhi Aashritha by Srinidhi Constructions,2 BHK Flat for sale in Amrutahalli Bangalore,65.0 L,Amrutahalli Bangalore,1188,5470,3,Yes
krishna villa apartmen7th Phase JP NagarBangalore,2 BHK Flat for sale in JP Nagar Bangalore,60.0 L,krishna villa apartmen7th Phase JP NagarBangalore,1050,5710,3,No
Sai Poorna ParadiseReliaable Tranquil Layout Bangalore,3 BHK Flat for sale in Reliaable Tranquil Layout Bangalore,95.0 L,Sai Poorna ParadiseReliaable Tranquil Layout Bangalore,1875,5070,3,Yes
Sahakara Nagar Bangalore,10.5 BHK Independent House for sale in Sahakara Nagar Bangalore,4.5 Cr,Sahakara Nagar Bangalore,5200,8650,5,Yes
Veer Sandra Electronic City Phase IIBangalore,3 BHK Flat for sale in Electronic City Phase II Bangalore,65.0 L,Veer Sandra Electronic City Phase IIBangalore,1254,5180,3,Yes
Veracious Vani Vilas by Veracious Builders & Developers (P) LTD,2 BHK Flat for sale in Yelahanka Bangalore,75.0 L,Yelahanka Bangalore,1380,5430,3,No
DS Max Stone Hill by DS-MAX Properties Private Limited,2 BHK Flat for sale in Lingarajapuram Bangalore,55.0 L,Kanakadasa Layout LingarajapuramBangalore,900,6110,3,Yes
Riches Residency,2 BHK Flat for sale in NRI Layout Bangalore,62.0 L,Jinke Thimmanahalli NRI LayoutBangalore,1350,4590,3,No
Mahaveer Thrishla,3 BHK Flat for sale in RR Nagar Bangalore,70.0 L,RR Nagar Bangalore,1380,5070,3,Yes
Shashank GD Layout VidyaranyapuraBangalore,2 BHK Flat for sale in Vidyaranyapura Bangalore,50.0 L,Shashank GD Layout VidyaranyapuraBangalore,1050,4760,3,No
Icon Iconest,3 BHK Flat for sale in Bommasandra Bangalore,52.0 L,RK Township BommasandraBangalore,850,6120,3,No
Bhanu Paradise,2 BHK Flat for sale in Kalyan Nagar Bangalore,42.0 L,Meganahalli Kalyan NagarBangalore,1050,4000,3,No
RR Nagar Bangalore,5 BHK Independent House for sale in RR Nagar Bangalore,2.85 Cr,RR Nagar Bangalore,1200,23750,3,No
Prestige Sunnyside,3 BHK Flat for sale in Bhoganhalli Bangalore,1.55 Cr,Bhoganhalli Bangalore,1790,8660,3,Yes
DS-MAX Seasons,2 BHK Flat for sale in Vibhutipura Bangalore,62.0 L,Islampur VibhutipuraBangalore,975,6360,3,Yes
Vasundhara Residency,2 BHK Flat for sale in Subramanyapura Bangalore,46.0 L,Simhadri Layout SubramanyapuraBangalore,1350,3410,3,Yes
Kithaganur Colony Bangalore,3 BHK Villa for sale in Kithaganur Colony Bangalore,68.0 L,Kithaganur Colony Bangalore,2100,3240,4,Yes
Amigo Sri Sai Supreme,2 BHK Flat for sale in Gottigere Bangalore,60.0 L,Himagiri Meadows GottigereBangalore,1089,5510,3,Yes
34 6TH MAIN ROAD Bhoomi Reddy Colony New ThippasandraBangalore,4 BHK Independent House for sale in New Thippasandra Bangalore,3.0 Cr,34 6TH MAIN ROAD Bhoomi Reddy Colony New ThippasandraBangalore,2000,15000,1,Yes
Om Sai Residency,2 BHK Flat for sale in Subramanyapura Bangalore,58.0 L,Simhadri Layout SubramanyapuraBangalore,1145,5070,3,Yes
Arya Heights,2 BHK Flat for sale in Talaghattapura Bangalore,44.7 L,Talaghattapura Bangalore,1179,3790,3,Yes
SJR Hamilton Homes,3 BHK Flat for sale in Gattahalli Bangalore,65.0 L,Gattahalli Bangalore,1229,5290,3,Yes
KP Aaditya by K. Patel Realty,2 BHK Flat for sale in Hennur Bangalore,65.0 L,Vadarpalya HennurBangalore,1188,5470,3,Yes
Mahaveer Turquoise,1 BHK Flat for sale in Basapura Bangalore,40.0 L,Basapura Bangalore,550,7270,2,No
Horamavu Agara HoramavuBangalore,2 BHK Flat for sale in Horamavu Bangalore,55.0 L,Horamavu Agara HoramavuBangalore,1050,5240,3,No
Arun Patios by Arun Shelters,2 BHK Flat for sale in Yelahanka Bangalore,55.0 L,Yelahanka Bangalore,1020,5390,3,Yes
Veer Sandra Electronic CityBangalore,2 BHK Flat for sale in Electronic City Bangalore,37.0 L,Veer Sandra Electronic CityBangalore,858,4310,3,No
Omkar Nagar ArakereBangalore,2 BHK Flat for sale in Arakere Bangalore,45.0 L,Omkar Nagar ArakereBangalore,1130,3980,3,Yes
Gurukrupa Residency,3 BHK Flat for sale in Banashankari Bangalore,76.6 L,Srinivasa Nagar BanashankariBangalore,1532,5000,3,No
Dodsworth Layout WhitefieldBangalore,5 BHK Independent House for sale in Whitefield Bangalore,3.25 Cr,Dodsworth Layout WhitefieldBangalore,5100,6370,5,Yes
Manar Mansion Apartment,2 BHK Flat for sale in Kudlu Gate Bangalore,51.0 L,Industrial Layout Kudlu GateBangalore,1037,4920,3,No
Srinivasa Sai Poorna Luxuria,2 BHK Flat for sale in Reliaable Tranquil Layout Bangalore,75.0 L,Reliaable Tranquil Layout Bangalore,1440,5210,3,Yes
NCC Nagarjuna Aster Park,3 BHK Flat for sale in Vignana Kendra Bangalore,1.1 Cr,Vignana Kendra Bangalore,1634,6730,3,Yes
Sector 3 HSR LayoutBangalore,2 BHK Flat for sale in HSR Layout Bangalore,60.0 L,Sector 3 HSR LayoutBangalore,1073,5590,3,No
Teachers Colony ChandapuraBangalore,2 BHK Flat for sale in Chandapura Bangalore,35.0 L,Teachers Colony ChandapuraBangalore,830,4220,3,Yes
HSR Layout Sector 3 HSR LayoutBangalore,2 BHK Flat for sale in HSR Layout Bangalore,55.0 L,HSR Layout Sector 3 HSR LayoutBangalore,996,5520,3,No
Prabhavathi Paramount A and B,2 BHK Flat for sale in Electronic City Bangalore,25.0 L,Kammasandra Electronic CityBangalore,865,2890,3,No
Kaval Bairasandra Bangalore,5 BHK Independent House for sale in Kaval Bairasandra Bangalore,90.0 L,Kaval Bairasandra Bangalore,630,14290,2,Yes
Sowparnika Purple Rose,2 BHK Flat for sale in Hoskote Bangalore,37.0 L,Hoskote Bangalore,1017,3640,3,No
CC Aspire,2 BHK Flat for sale in Bilekahalli Bangalore,68.0 L,Munivenkatppa Layout BilekahalliBangalore,1114,6100,3,Yes
Sector 3 HSR LayoutBangalore,2 BHK Flat for sale in HSR Layout Bangalore,55.0 L,Sector 3 HSR LayoutBangalore,1000,5500,3,No
Veer Sandra Electronic CityBangalore,2 BHK Flat for sale in Electronic City Bangalore,35.0 L,Veer Sandra Electronic CityBangalore,858,4080,3,No
Industrial Layout Kudlu GateBangalore,2 BHK Flat for sale in Kudlu Gate Bangalore,65.0 L,Industrial Layout Kudlu GateBangalore,1115,5830,3,Yes
Jayanagar Bangalore,6 BHK Independent House for sale in Jayanagar Bangalore,5.0 Cr,Jayanagar Bangalore,2400,20830,4,Yes
FlatsElectronics City Phase 1 Electronic CityBangalore,2 BHK Flat for sale in Electronic City Bangalore,34.0 L,FlatsElectronics City Phase 1 Electronic CityBangalore,840,4050,3,No
