Name,Property_Title,Price_InLakhs,Location,Total_Area,Price_per_SQFT,Baths,Balcony,Typeof_flat,City,Price_Growth
Karuppaswamy Tulsi Apartment,2 BHK Flat for sale in Porur Chennai,55,Buddhar Colony PorurChennai,1080,5090,3,1,2 BHK,Chennai,63.25
Altis Ashraya,2 BHK Flat for sale in Mangadu Chennai,63,MGR Nagar MangaduChennai,970,6490,3,0,2 BHK,Chennai,72.45
KG Signature City,1 BHK Flat for sale in Mogappair Chennai,42,Panneer Nagar MogappairChennai,620,6770,2,0,1 BHK,Chennai,48.3
KG Earth Homes,1 BHK Flat for sale in Siruseri Chennai,19,Siruseri Chennai,570,3420,2,1,1 BHK,Chennai,21.85
MP Urban,2 BHK Flat for sale in Anakaputhur Chennai,55,Pasumpon Nagar AnakaputhurChennai,940,5850,3,1,2 BHK,Chennai,63.25
Casagrand Arena,3 BHK Villa for sale in Oragadam Sriperambattur Chennai,99,Oragadam Sriperambattur Chennai,1497,6610,3,0,3 BHK,Chennai,113.85
Akshaya Today,2 BHK Flat for sale in Senganmal Chennai,42,Senganmal Chennai,986,4260,3,0,2 BHK,Chennai,48.3
REVOLUTION ONE by Urbanrise,1 RK Flat for sale in Padur Chennai,20,Padur Chennai,353,5810,1,0,1 RK,Chennai,23
Akshaya Today,1 RK Flat for sale in Senganmal Chennai,27,Senganmal Chennai,613,4400,2,1,1 RK,Chennai,31.05
Mahindra Nova,1 BHK Flat for sale in Chettipunyam Chennai,24,Chettipunyam Chennai,595,4030,2,1,1 BHK,Chennai,27.6
Sai Enclave Kumananchavadi Chennai,2 BHK Flat for sale in Kumananchavadi Chennai,38,Sai Enclave Kumananchavadi Chennai,710,5350,2,0,2 BHK,Chennai,43.7
ramus redidencyKK Nagar Chennai,2 BHK Flat for sale in KK Nagar Chennai,117,ramus redidencyKK Nagar Chennai,980,11940,3,0,2 BHK,Chennai,134.55
Nedunkundram Chennai,2 BHK Villa for sale in Nedunkundram Chennai,60,Nedunkundram Chennai,650,9230,2,0,2 BHK,Chennai,69
Twin Courtz,2 BHK Flat for sale in Perungudi Chennai,75,Govinda Swamy Nagar PerungudiChennai,1080,7010,3,1,2 BHK,Chennai,86.25
Housing TNHB Colony VillivakkamChennai,3 BHK Flat for sale in Villivakkam Chennai,75,Housing TNHB Colony VillivakkamChennai,1400,5360,3,0,3 BHK,Chennai,86.25
Coral Enclave,1 BHK Flat for sale in Chromepet Chennai,38,Periyar Nagar ChromepetChennai,700,5430,2,0,1 BHK,Chennai,43.7
Kalyanapuram AmbatturChennai,2 BHK Flat for sale in Ambattur Chennai,55,Kalyanapuram AmbatturChennai,840,6550,3,0,2 BHK,Chennai,63.25
SRI DEVI NEDILDrivers Colony T NagarChennai,3 BHK Flat for sale in T Nagar Chennai,380,SRI DEVI NEDILDrivers Colony T NagarChennai,1987,19120,3,1,3 BHK,Chennai,437
TAPAST Nagar Chennai,3 BHK Flat for sale in T Nagar Chennai,250,TAPAST Nagar Chennai,1484,16850,3,1,3 BHK,Chennai,287.5
AKB home Selaiyur Chennai,2 BHK Flat for sale in Selaiyur Chennai,33,AKB home Selaiyur Chennai,801,4160,3,0,2 BHK,Chennai,37.95
india builderKathiravan Colony Anna NagarChennai,3 BHK Flat for sale in Anna Nagar Chennai,225,india builderKathiravan Colony Anna NagarChennai,1461,15400,3,0,3 BHK,Chennai,258.75
Cheran Nagar PerumbakkamChennai,3 BHK Villa for sale in Perumbakkam Chennai,85,Cheran Nagar PerumbakkamChennai,1290,6590,3,0,3 BHK,Chennai,97.75
Guduvancheri Chennai,2 BHK Flat for sale in Guduvancheri Chennai,35,Guduvancheri Chennai,875,4000,3,0,2 BHK,Chennai,40.25
Pinnacle CrestSholinganallur Chennai,1 BHK Flat for sale in Sholinganallur Chennai,50,Pinnacle CrestSholinganallur Chennai,608,8220,2,0,1 BHK,Chennai,57.5
Mahindra Happinest,2 BHK Flat for sale in Avadi Chennai,30,Avadi Chennai,650,4620,2,1,2 BHK,Chennai,34.5
CasaGrand The Address,2 BHK Flat for sale in Karapakkam Chennai,50,Karapakkam Chennai,561,8910,2,1,2 BHK,Chennai,57.5
VGN Varna Bhoomi,2 BHK Villa for sale in Pudupakkam Chennai,65,Pudupakkam Chennai,1250,5200,3,1,2 BHK,Chennai,74.75
BaskaranUnamancheri Kolapakkam Kolapakkam - VandalurChennai,2 BHK Flat for sale in Kolapakkam - Vandalur Chennai,40,BaskaranUnamancheri Kolapakkam Kolapakkam - VandalurChennai,1500,2670,3,0,2 BHK,Chennai,46
akshyam appIrandam Kattalai ThandalamChennai,2 BHK Flat for sale in Thandalam Chennai,48,akshyam appIrandam Kattalai ThandalamChennai,760,6320,2,1,2 BHK,Chennai,55.2
Happy Homes Apartment,2 BHK Flat for sale in Ambattur Chennai,65,Annanur AmbatturChennai,1070,6070,3,1,2 BHK,Chennai,74.75
Alliance Jasmine Springs,1 BHK Flat for sale in Kelambakkam Chennai,24,Kelambakkam Chennai,462,5360,2,0,1 BHK,Chennai,27.6
color avenueCheran Nagar PerumbakkamChennai,2 BHK Flat for sale in Perumbakkam Chennai,40,color avenueCheran Nagar PerumbakkamChennai,935,4280,3,0,2 BHK,Chennai,46
Avighna Abode,2 BHK Flat for sale in Madipakkam Chennai,58,Balaji Nagar MadipakkamChennai,865,6790,3,0,2 BHK,Chennai,66.7
Yeswanth Nagar MadambakkamChennai,2 BHK Flat for sale in Madambakkam Chennai,40,Yeswanth Nagar MadambakkamChennai,830,4820,3,0,2 BHK,Chennai,46
Kalanikethan apartments Aspiran Garden Colony KilpaukChennai,3 BHK Flat for sale in Kilpauk Chennai,145,Kalanikethan apartments Aspiran Garden Colony KilpaukChennai,1340,10820,3,0,3 BHK,Chennai,166.75
Thangam apartment Kathiravan Colony Anna NagarChennai,3 BHK Flat for sale in Anna Nagar Chennai,175,Thangam apartment Kathiravan Colony Anna NagarChennai,1600,10940,3,1,3 BHK,Chennai,201.25
SSPDL Crecent,3 BHK Flat for sale in Kelambakkam Chennai,44,Kelambakkam Chennai,1237,3560,3,0,3 BHK,Chennai,50.6
Isha Code Field Phase II,2 BHK Villa for sale in Pudupakkam Chennai,57,Pudupakkam Chennai,979,5820,3,0,2 BHK,Chennai,65.55
Anugraha Apartments,1 BHK Flat for sale in Iyyappanthangal Chennai,32,Sendurpuram Extension IyyappanthangalChennai,556,5750,2,0,1 BHK,Chennai,36.8
Chandran Casita,2 BHK Flat for sale in Perumbakkam Chennai,45,Cheran Nagar PerumbakkamChennai,840,5360,3,1,2 BHK,Chennai,51.75
ProvidentCosmo City,3 BHK Flat for sale in Pudupakkam Chennai,41,Pudupakkam Chennai,1064,3850,3,0,3 BHK,Chennai,47.15
Akarsh flatsAnthony Nagar KolathurChennai,2 BHK Flat for sale in Kolathur Chennai,65,Akarsh flatsAnthony Nagar KolathurChennai,932,6970,3,0,2 BHK,Chennai,74.75
Jothi towersCheran Nagar PerumbakkamChennai,2 BHK Flat for sale in Perumbakkam Chennai,45,Jothi towersCheran Nagar PerumbakkamChennai,980,4590,3,0,2 BHK,Chennai,51.75
VGN Royale,2 BHK Flat for sale in Avadi Chennai,41,Avadi Chennai,902,4540,3,0,2 BHK,Chennai,47.15
Lake View Apartment,2 BHK Flat for sale in Ayappakkam Chennai,42,MGR Puram West AyappakkamChennai,949,4420,3,0,2 BHK,Chennai,48.3
Adayalampet MaduravoyalChennai,3 BHK Flat for sale in Maduravoyal Chennai,77,Adayalampet MaduravoyalChennai,1245,6200,3,0,3 BHK,Chennai,88.55
Navins Kaushik,3 BHK Flat for sale in West Mambalam Chennai,160,Ramakrishna Puram West MambalamChennai,1269,12610,3,1,3 BHK,Chennai,184
Ambient Apts,2 BHK Flat for sale in Kolathur Chennai,65,United Colony KolathurChennai,2220,2930,4,1,2 BHK,Chennai,74.75
MP Tilda,1 BHK Flat for sale in Kundrathur Chennai,18,Kundrathur Chennai,480,3850,2,0,1 BHK,Chennai,20.7
Ashvin ApartmentPoonamallee Chennai,2 BHK Flat for sale in Poonamallee Chennai,53,Ashvin ApartmentPoonamallee Chennai,900,5890,3,0,2 BHK,Chennai,60.95
Hi Fi Enclave Iyyappanthangal Chennai,3 BHK Flat for sale in Iyyappanthangal Chennai,86,Hi Fi Enclave Iyyappanthangal Chennai,1350,6370,3,0,3 BHK,Chennai,98.9
Ak berylKamakshi Nagar AnakaputhurChennai,3 BHK Flat for sale in Anakaputhur Chennai,69,Ak berylKamakshi Nagar AnakaputhurChennai,1238,5650,3,0,3 BHK,Chennai,79.35
Embassy Residency,2 BHK Flat for sale in Perumbakkam Chennai,57,Cheran Nagar PerumbakkamChennai,1107,5150,3,0,2 BHK,Chennai,65.55
Sri Sadhan Aynambakkam Agraharam Kil AyanambakkamChennai,2 BHK Flat for sale in Kil Ayanambakkam Chennai,55,Sri Sadhan Aynambakkam Agraharam Kil AyanambakkamChennai,908,6060,3,1,2 BHK,Chennai,63.25
AVR Coasta,3 BHK Villa for sale in Mogappair Chennai,75,Mogappair Chennai,1250,6000,3,0,3 BHK,Chennai,86.25
VEMBULI FLATSSambanthanar Nagar PammalChennai,2 BHK Flat for sale in Pammal Chennai,54,VEMBULI FLATSSambanthanar Nagar PammalChennai,980,5510,3,1,2 BHK,Chennai,62.1
Sri Chakra Flats,2 BHK Flat for sale in KK Nagar Chennai,64,Bangaru Colony KK NagarChennai,826,7750,3,1,2 BHK,Chennai,73.6
Krishna Apartment,2 BHK Flat for sale in Ambattur Chennai,65,Kalyanapuram AmbatturChennai,840,7740,3,0,2 BHK,Chennai,74.75
NSB HomesSaraswathipuram ChromepetChennai,2 BHK Flat for sale in Chromepet Chennai,45,NSB HomesSaraswathipuram ChromepetChennai,900,5080,3,0,2 BHK,Chennai,51.75
Akay Flats,2 BHK Flat for sale in Kelambakkam Chennai,35,Kelambakkam Chennai,690,5070,2,0,2 BHK,Chennai,40.25
Plaza Pristine Acres Phase 2,2 BHK Flat for sale in Perumbakkam Chennai,54,Nesamani Nagar PerumbakkamChennai,915,5900,3,0,2 BHK,Chennai,62.1
VirutchamCheran Nagar PerumbakkamChennai,2 BHK Flat for sale in Perumbakkam Chennai,45,VirutchamCheran Nagar PerumbakkamChennai,800,5630,2,1,2 BHK,Chennai,51.75
Guna homeDharan Singh Colony VadapalaniChennai,2 BHK Flat for sale in Vadapalani Chennai,100,Guna homeDharan Singh Colony VadapalaniChennai,2400,4170,4,1,2 BHK,Chennai,115
Jain Sukriti,1 BHK Flat for sale in Ambattur Industrial Estate Chennai,45,Jeswant Nagar Ambattur Industrial EstateChennai,608,7400,2,1,1 BHK,Chennai,51.75
Vigneshwara Nagar TharapakkamChennai,2 BHK Flat for sale in Tharapakkam Chennai,48,Vigneshwara Nagar TharapakkamChennai,900,5330,3,0,2 BHK,Chennai,55.2
Adithi Homes,2 BHK Flat for sale in Maduravoyal Chennai,55,Adayalampet MaduravoyalChennai,840,6550,3,0,2 BHK,Chennai,63.25
Golden Treasure,2 BHK Flat for sale in Maduravoyal Chennai,66,Adayalampet MaduravoyalChennai,1040,6350,3,1,2 BHK,Chennai,75.9
Ozone Greens,1 BHK Flat for sale in Medavakkam Chennai,28,VGP Prabhu Nagar MedavakkamChennai,800,3500,4,0,1 BHK,Chennai,32.2
Leelavathi Nagar TharapakkamChennai,2 BHK Villa for sale in Tharapakkam Chennai,68,Leelavathi Nagar TharapakkamChennai,1050,6480,3,0,2 BHK,Chennai,78.2
SRN Flat,2 BHK Flat for sale in Kodambakkam Chennai,96,Viswanatha Puram KodambakkamChennai,900,10670,3,1,2 BHK,Chennai,110.4
Sterling Bhandari,2 BHK Flat for sale in Kattupakkam Chennai,80,Goparasanallur KattupakkamChennai,941,8500,3,0,2 BHK,Chennai,92
JC shelters Perungalathur Chennai,2 BHK Flat for sale in Perungalathur Chennai,40,JC shelters Perungalathur Chennai,822,4870,3,1,2 BHK,Chennai,46
Varadharajapuram Chennai,3 BHK Flat for sale in Varadharajapuram Chennai,50,Varadharajapuram Chennai,1200,4170,3,1,3 BHK,Chennai,57.5
Blossom Apartment,2 BHK Flat for sale in St Thomas Mount Chennai,57,Parangi Malai St Thomas MountChennai,874,6520,3,0,2 BHK,Chennai,65.55
Annai Arul Park View ApartmentRajakilpakkam Chennai,2 BHK Flat for sale in Rajakilpakkam Chennai,84,Annai Arul Park View ApartmentRajakilpakkam Chennai,1000,8400,3,0,2 BHK,Chennai,96.6
Saradeuz Acropolis,3 BHK Flat for sale in Sithalapakkam Chennai,56,Arasankazhani SithalapakkamChennai,1129,4960,3,1,3 BHK,Chennai,64.4
Saideep Residency,2 BHK Flat for sale in Koyambedu Chennai,65,Virrugambakkam KoyambeduChennai,920,7070,3,1,2 BHK,Chennai,74.75
Madambakkam Chennai,2 BHK Flat for sale in Madambakkam Chennai,40,Madambakkam Chennai,773,5170,2,1,2 BHK,Chennai,46
Optima Upgrade,2 BHK Flat for sale in Avadi Chennai,45,Avadi Chennai,915,4920,3,1,2 BHK,Chennai,51.75
Adithi Homes,2 BHK Flat for sale in Maduravoyal Chennai,56,Adayalampet MaduravoyalChennai,840,6670,3,0,2 BHK,Chennai,64.4
Ananthamaya apartmentBhavani Nagar PozhichalurChennai,2 BHK Flat for sale in Pozhichalur Chennai,33,Ananthamaya apartmentBhavani Nagar PozhichalurChennai,2400,1380,4,1,2 BHK,Chennai,37.95
Sudharshan Homes,2 BHK Flat for sale in Velachery Chennai,104,Periyar Nagar VelacheryChennai,1152,9000,3,0,2 BHK,Chennai,119.6
Manthope Colony Ashok NagarChennai,2 BHK Flat for sale in Ashok Nagar Chennai,105,Manthope Colony Ashok NagarChennai,960,10940,3,1,2 BHK,Chennai,120.75
Manthope Colony Ashok NagarChennai,2 BHK Flat for sale in Ashok Nagar Chennai,105,Manthope Colony Ashok NagarChennai,960,10940,3,1,2 BHK,Chennai,120.75
Adithi Homes,2 BHK Flat for sale in Maduravoyal Chennai,55,Adayalampet MaduravoyalChennai,855,6430,3,0,2 BHK,Chennai,63.25
Adithi Homes,2 BHK Flat for sale in Maduravoyal Chennai,55,Adayalampet MaduravoyalChennai,890,6180,3,1,2 BHK,Chennai,63.25
Krishna Flats,2 BHK Flat for sale in Virugambakkam Chennai,115,Natesa Nagar VirugambakkamChennai,1365,8420,3,0,2 BHK,Chennai,132.25
Yesodha CourtVandalur R.F. Chennai,2 BHK Flat for sale in Vandalur R.F. Chennai,33,Yesodha CourtVandalur R.F. Chennai,1010,3300,3,1,2 BHK,Chennai,37.95
Vijay Raja Classic,3 BHK Villa for sale in Kolapakkam - Vandalur Chennai,110,Unamancheri Kolapakkam Kolapakkam - VandalurChennai,1734,6340,3,1,3 BHK,Chennai,126.5
English countyVengambakkam Chennai,3 BHK Villa for sale in Vengambakkam Chennai,86,English countyVengambakkam Chennai,1645,5230,3,1,3 BHK,Chennai,98.9
Vengambakkam Chennai,3 BHK Villa for sale in Vengambakkam Chennai,93,Vengambakkam Chennai,1850,5030,3,1,3 BHK,Chennai,106.95
ASK DREAM HOMES Mudichur Chennai,2 BHK Flat for sale in Mudichur Chennai,33,ASK DREAM HOMES Mudichur Chennai,830,3980,3,0,2 BHK,Chennai,37.95
Newry Triton,3 BHK Flat for sale in Avadi Chennai,68,Avadi Chennai,1403,4850,3,1,3 BHK,Chennai,78.2
Gowri GardenKanathur UthandiChennai,2 BHK Flat for sale in Uthandi Chennai,49,Gowri GardenKanathur UthandiChennai,965,5080,3,0,2 BHK,Chennai,56.35
Duraisamy Nagar KotturpuramChennai,3 BHK Flat for sale in Kotturpuram Chennai,240,Duraisamy Nagar KotturpuramChennai,1840,13040,3,1,3 BHK,Chennai,276
Signet Shalom,2 BHK Flat for sale in Kodambakkam Chennai,85,Shakthi Nagar KodambakkamChennai,916,9280,3,0,2 BHK,Chennai,97.75
Guduvancheri Chennai,2 BHK Flat for sale in Guduvancheri Chennai,29,Guduvancheri Chennai,814,3560,3,0,2 BHK,Chennai,33.35
HI FI EnclaveVGN Nagar IyyappanthangalChennai,3 BHK Flat for sale in Iyyappanthangal Chennai,98,HI FI EnclaveVGN Nagar IyyappanthangalChennai,1350,7330,3,0,3 BHK,Chennai,112.7
Amarprakash Temple Waves,3 BHK Flat for sale in Thandalam Chennai,51,Thandalam Chennai,911,5610,3,0,3 BHK,Chennai,58.65
AlangarTambaram East Chennai,2 BHK Flat for sale in Tambaram East Chennai,99,AlangarTambaram East Chennai,905,10940,3,1,2 BHK,Chennai,113.85
Sai Empire Villas,2 BHK Flat for sale in Karanai Puthuchery Chennai,35,Karanai Puthuchery Chennai,850,4120,3,0,2 BHK,Chennai,40.25
Maraimalai Nagar Chennai,2 BHK Villa for sale in Maraimalai Nagar Chennai,46,Maraimalai Nagar Chennai,1200,3830,3,1,2 BHK,Chennai,52.9
Ashwanth Vedas,2 BHK Flat for sale in Kolathur Chennai,74,Lakshmipuram KolathurChennai,1150,6430,3,1,2 BHK,Chennai,85.1
Ganpati Pearl by Om Access Realty Pvt. Ltd,2 BHK Flat for sale in Medavakkam Chennai,75,Vengaivasal MedavakkamChennai,1000,7500,3,0,2 BHK,Chennai,86.25
SBN Sree Bhoomi Neela Enclave,2 BHK Flat for sale in Siruseri Chennai,45,Siruseri Chennai,830,5420,3,0,2 BHK,Chennai,51.75
Narmada Apartment,2 BHK Flat for sale in Anna Nagar Chennai,89,Anna Nagar Chennai,857,10380,3,1,2 BHK,Chennai,102.35
Siddharth Sriyaji apartmentsChoolai Chennai,2 BHK Flat for sale in Choolai Chennai,100,Siddharth Sriyaji apartmentsChoolai Chennai,1150,8700,3,0,2 BHK,Chennai,115
Srikaram Shubhadhi,2 BHK Flat for sale in Senganmal Chennai,42,Senganmal Chennai,1060,3960,3,1,2 BHK,Chennai,48.3
Karunakaran EnclaveJagannathan Colony PeramburChennai,2 BHK Flat for sale in Perambur Chennai,120,Karunakaran EnclaveJagannathan Colony PeramburChennai,944,12710,3,0,2 BHK,Chennai,138
Vaikund Sundaram by Vaikund Estates,2 BHK Flat for sale in Karapakkam Chennai,70,Karapakkam Chennai,1240,5640,3,0,2 BHK,Chennai,80.5
CasaGrand Castle,2 BHK Flat for sale in Kolapakkam Chennai,85,Dharmarajapuram KolapakkamChennai,941,9030,3,0,2 BHK,Chennai,97.75
AquasphereSemmanjeri SemmancheriChennai,2 BHK Flat for sale in Semmancheri Chennai,54,AquasphereSemmanjeri SemmancheriChennai,1150,4700,3,1,2 BHK,Chennai,62.1
Arun Excello Compact Homes Sankara by Arun Excello Homes Pvt Ltd,2 BHK Flat for sale in Mambakkam-Chengalpattu  Chennai,31,Mambakkam-Chengalpattu  Chennai,625,4960,2,1,2 BHK,Chennai,35.65
CTO colony Tambaram Mount West TambaramChennai,2 BHK Villa for sale in West Tambaram Chennai,75,CTO colony Tambaram Mount West TambaramChennai,1200,6250,3,0,2 BHK,Chennai,86.25
The Nest Njoy,2 BHK Flat for sale in Kanathur Reddikuppam Chennai,47,Kanathur Reddikuppam Chennai,710,6620,2,1,2 BHK,Chennai,54.05
Viswak Meadow Lands,2 BHK Flat for sale in Maduravoyal Chennai,78,Alapakkam MaduravoyalChennai,801,9740,3,0,2 BHK,Chennai,89.7
Panchayat Colony PammalChennai,2 BHK Flat for sale in Pammal Chennai,65,Panchayat Colony PammalChennai,850,7650,3,1,2 BHK,Chennai,74.75
Arjunamedu ThiruverkkaduChennai,6 BHK Villa for sale in Thiruverkkadu Chennai,170,Arjunamedu ThiruverkkaduChennai,2800,6070,4,1,6 BHK,Chennai,195.5
Arun Excello Compact Homes Sankara,2 BHK Flat for sale in Mambakkam-Chengalpattu  Chennai,31,Mambakkam-Chengalpattu  Chennai,625,5000,2,0,2 BHK,Chennai,35.65
VGN Coasta,3 BHK Flat for sale in Muttukadu Chennai,130,Muttukadu Chennai,1540,8440,3,0,3 BHK,Chennai,149.5
Pranav FoundationsGirigori Nagar ManapakkamChennai,3 BHK Flat for sale in Manapakkam Chennai,70,Pranav FoundationsGirigori Nagar ManapakkamChennai,1365,5130,3,1,3 BHK,Chennai,80.5
R D AppartmentKamakshi Nagar AnakaputhurChennai,2 BHK Flat for sale in Anakaputhur Chennai,64,R D AppartmentKamakshi Nagar AnakaputhurChennai,1250,5120,3,1,2 BHK,Chennai,73.6
VOC Nagar PammalChennai,2 BHK Flat for sale in Pammal Chennai,52,VOC Nagar PammalChennai,840,6190,3,0,2 BHK,Chennai,59.8
XS Real En Veedu,1 BHK Flat for sale in Perumanttunallur Chennai,21,Perumanttunallur Chennai,486,4320,2,1,1 BHK,Chennai,24.15
Radiance Ivy Terrace,2 BHK Flat for sale in Egattur Chennai,76,Egattur Chennai,1439,5280,3,0,2 BHK,Chennai,87.4
Kamaraj Nagar PerungudiChennai,2 BHK Flat for sale in Perungudi Chennai,70,Kamaraj Nagar PerungudiChennai,1080,6480,3,0,2 BHK,Chennai,80.5
Jain Jains Anumita,2 BHK Flat for sale in Perungudi Chennai,72,Tirumala Nagar Annexe PerungudiChennai,1105,6510,3,1,2 BHK,Chennai,82.8
Hansa Pearl,3 BHK Flat for sale in Bharathi Nagar Chennai,72,Bharathi Nagar Chennai,1309,5500,3,1,3 BHK,Chennai,82.8
VGN Platina,2 BHK Flat for sale in Ayappakkam Chennai,40,MGR Nagar AyappakkamChennai,777,5150,2,1,2 BHK,Chennai,46
Royal nest apartment chrompet Thiruneermalai Chennai,2 BHK Flat for sale in Thiruneermalai Chennai,75,Royal nest apartment chrompet Thiruneermalai Chennai,1640,4570,3,1,2 BHK,Chennai,86.25
Casa Grande Miro,2 BHK Flat for sale in Adhanur Chennai,55,Adhanur Chennai,917,6000,3,1,2 BHK,Chennai,63.25
Own building Ramakrishna Puram West MambalamChennai,8 BHK Flat for sale in West Mambalam Chennai,450,Own building Ramakrishna Puram West MambalamChennai,3700,12160,3,1,8 BHK,Chennai,517.5
XS Real En Veedu,1 BHK Flat for sale in Perumanttunallur Chennai,20,Perumanttunallur Chennai,486,4220,2,0,1 BHK,Chennai,23
DABC Freesia Garden,2 BHK Flat for sale in Ponmar Chennai,28,Ponmar Chennai,659,4250,2,0,2 BHK,Chennai,32.2
Yasodha CourtVandalur R.F. Chennai,2 BHK Flat for sale in Vandalur R.F. Chennai,33,Yasodha CourtVandalur R.F. Chennai,1010,3300,3,1,2 BHK,Chennai,37.95
ORAGADAMGandhi Nagar Oragadam AmbatturChennai,3 BHK Flat for sale in Oragadam Ambattur Chennai,80,ORAGADAMGandhi Nagar Oragadam AmbatturChennai,1859,4300,3,1,3 BHK,Chennai,92
Ganesh,2 BHK Flat for sale in Chembarambakkam Chennai,34,Chembarambakkam Chennai,1042,3260,3,0,2 BHK,Chennai,39.1
DSP ICONSithalapakkam Chennai,1 BHK Flat for sale in Sithalapakkam Chennai,28,DSP ICONSithalapakkam Chennai,502,5580,2,0,1 BHK,Chennai,32.2
Amarprakash Temple Waves,3 BHK Flat for sale in Thandalam Chennai,41,Thandalam Chennai,1050,3900,3,1,3 BHK,Chennai,47.15
Evergreen Royal Bloom Apartments Vandalur R.F. Chennai,2 BHK Flat for sale in Vandalur R.F. Chennai,34,Evergreen Royal Bloom Apartments Vandalur R.F. Chennai,827,4110,3,0,2 BHK,Chennai,39.1
Lakshmipuram ChromepetChennai,2 BHK Independent House for sale in Chromepet Chennai,70,Lakshmipuram ChromepetChennai,750,9330,2,1,2 BHK,Chennai,80.5
Asset ATH Sigma by Asset Tree Homes,3 BHK Flat for sale in Anna Nagar West Chennai,95,Thirumangalam Anna Nagar WestChennai,1100,8640,3,1,3 BHK,Chennai,109.25
Hananya HomesKelambakkam Chennai,2 BHK Flat for sale in Kelambakkam Chennai,42,Hananya HomesKelambakkam Chennai,873,4810,3,0,2 BHK,Chennai,48.3
SUBHA FLATS MEDAVAKKAMRanganathapuram MedavakkamChennai,3 BHK Flat for sale in Medavakkam Chennai,57,SUBHA FLATS MEDAVAKKAMRanganathapuram MedavakkamChennai,1035,5510,3,0,3 BHK,Chennai,65.55
VGN Imperia,2 BHK Flat for sale in Thiruverkkadu Chennai,55,Rani Anna Nagar ThiruverkkaduChennai,1066,5160,3,1,2 BHK,Chennai,63.25
MM M M Manhattan by M. M Corporation Builders and Developers,3 BHK Flat for sale in Jalladian Pet Chennai,65,Sai Ganesh Nagar Jalladian PetChennai,1207,5380,3,0,3 BHK,Chennai,74.75
Dream Veppampattu Villas,2 BHK Villa for sale in Veppampattu Chennai,39,Veppampattu Chennai,999,3900,3,1,2 BHK,Chennai,44.85
KK Nagar MangaduChennai,2 BHK Independent House for sale in Mangadu Chennai,73,KK Nagar MangaduChennai,1200,6080,3,1,2 BHK,Chennai,83.95
Dream Veppampattu Villas,1 BHK Independent House for sale in Veppampattu Chennai,27,Veppampattu Chennai,680,3970,2,0,1 BHK,Chennai,31.05
Kala Flats,2 BHK Flat for sale in KK Nagar Chennai,95,Bharathidasan Colony KK NagarChennai,831,11430,3,0,2 BHK,Chennai,109.25
Dev appartments puzuthivakkam Puzhuthivakkam MadipakkamChennai,3 BHK Flat for sale in Madipakkam Chennai,99,Dev appartments puzuthivakkam Puzhuthivakkam MadipakkamChennai,1000,9900,3,1,3 BHK,Chennai,113.85
JS Guduvancherry KJ Nagar,3 BHK Flat for sale in Madambakkam Chennai,34,Madambakkam Chennai,693,4960,2,1,3 BHK,Chennai,39.1
