Name,Property_Title,Price_InLakhs,Location,Total_Area,Price_per_SQFT,Baths,Balcony,Typeof_flat,City
Arun Excello Manjari,2 BHK Flat for sale in Mevalurkuppam Chennai,21,Mevalurkuppam Chennai,610,3440,2,1,2 BHK,Chennai
Srinivasa PalmsOragadam Sriperambattur Chennai,2 BHK Villa for sale in Oragadam Sriperambattur Chennai,29,Srinivasa PalmsOragadam Sriperambattur Chennai,720,4080,2,0,2 BHK,Chennai
NCR Navganesh EncalveKathirvedu PuzhalChennai,2 BHK Flat for sale in Puzhal Chennai,35,NCR Navganesh EncalveKathirvedu PuzhalChennai,766,4570,2,1,2 BHK,Chennai
Mahindra Happinest,2 BHK Flat for sale in Avadi Chennai,30,Avadi Chennai,724,4140,2,0,2 BHK,Chennai
Cheyur Chennai,1 RK Independent House for sale in Cheyur Chennai,19,Cheyur Chennai,1320,1440,3,1,1 RK,Chennai
Arun Excello HeightsGandhi Nagar Oragadam AmbatturChennai,1 BHK Flat for sale in Oragadam Ambattur Chennai,26,Arun Excello HeightsGandhi Nagar Oragadam AmbatturChennai,695,3740,2,1,1 BHK,Chennai
Plaza Pristine Acres,1 BHK Flat for sale in Perumbakkam Chennai,39,Nesamani Nagar PerumbakkamChennai,538,7340,2,1,1 BHK,Chennai
BT Nagar GerugambakkamChennai,4 BHK Independent House for sale in Gerugambakkam Chennai,160,BT Nagar GerugambakkamChennai,2400,6670,4,1,4 BHK,Chennai
Madurantakam Chennai,1 BHK Independent House for sale in Madurantakam Chennai,40,Madurantakam Chennai,900,4440,3,0,1 BHK,Chennai
TVH Svaya,2 BHK Flat for sale in Pennalur Chennai,15,Pennalur Chennai,645,2330,2,1,2 BHK,Chennai
Ma. Po. Si. Nagar ThiruvallurChennai,1 BHK Flat for sale in Thiruvallur Chennai,70,Ma. Po. Si. Nagar ThiruvallurChennai,1500,4670,3,1,1 BHK,Chennai
Lifestyle ApartmentPadur Chennai,1 BHK Flat for sale in Padur Chennai,19,Lifestyle ApartmentPadur Chennai,520,3750,2,1,1 BHK,Chennai
Lalitha Nagar ThiruvanmiyurChennai,2 BHK Villa for sale in Thiruvanmiyur Chennai,150,Lalitha Nagar ThiruvanmiyurChennai,1600,9380,3,1,2 BHK,Chennai
Primex Verterra,1 RK Flat for sale in Kolapakkam Chennai,42,Maxworth Nagar Phase 1 KolapakkamChennai,578,7270,2,0,1 RK,Chennai
Kalpakkam Chennai,2 BHK Independent House for sale in Kalpakkam Chennai,75,Kalpakkam Chennai,2750,2730,4,1,2 BHK,Chennai
City Square NRI Center City,2 BHK Flat for sale in NRI Center City Chennai,120,NRI Center City Chennai,900,13330,3,0,2 BHK,Chennai
Sree Lakshana homesChettipunyam Chennai,2 BHK Flat for sale in Chettipunyam Chennai,25,Sree Lakshana homesChettipunyam Chennai,923,2790,3,0,2 BHK,Chennai
ONGC Housing Anna Nagar West ExtensionChennai,10 BHK Villa for sale in Anna Nagar West Extension Chennai,800,ONGC Housing Anna Nagar West ExtensionChennai,6675,11980,1,1,10 BHK,Chennai
Thirumullaivoyal Chennai,3 BHK Independent House for sale in Thirumullaivoyal Chennai,160,Thirumullaivoyal Chennai,1300,12310,3,0,3 BHK,Chennai
Chennai Aishwaryam,1 BHK Flat for sale in Edaikazhinadu Chennai,40,Edaikazhinadu Chennai,750,5330,2,0,1 BHK,Chennai
CeeDeeYes Pattinam,3 BHK Flat for sale in Ammapettai Chennai,40,Ammapettai Chennai,1600,2500,3,1,3 BHK,Chennai
Esther ParadiseNallur Chennai,1 BHK Independent House for sale in Nallur Chennai,300,Esther ParadiseNallur Chennai,5000,6000,5,1,1 BHK,Chennai
Pandur Kumuzhi R.F.Chennai,2 BHK Independent House for sale in Kumuzhi R.F. Chennai,33,Pandur Kumuzhi R.F.Chennai,680,4850,2,1,2 BHK,Chennai
TMP Nagar PadiChennai,5 BHK Independent House for sale in Padi Chennai,350,TMP Nagar PadiChennai,2850,12280,4,1,5 BHK,Chennai
CeeDeeYes Pattinam,3 BHK Flat for sale in Ammapettai Chennai,46,Ammapettai Chennai,1600,2880,3,0,3 BHK,Chennai
Sevvapet Chennai,3.5 BHK Independent House for sale in Sevvapet Chennai,1000,Sevvapet Chennai,1600,62500,3,0,3.5 BHK,Chennai
Sri harinee buildersArjunamedu ThiruverkkaduChennai,2 BHK Flat for sale in Thiruverkkadu Chennai,44,Sri harinee buildersArjunamedu ThiruverkkaduChennai,1100,4000,3,1,2 BHK,Chennai
Puzhal Chennai,4 BHK Independent House for sale in Puzhal Chennai,90,Puzhal Chennai,2400,3750,4,1,4 BHK,Chennai
Aakam Aakruthi Serenity,2 BHK Flat for sale in Chettipunyam Chennai,40,Chettipunyam Chennai,1150,3480,3,1,2 BHK,Chennai
Thirunagar JafferkhanpetChennai,5 BHK Independent House for sale in Jafferkhanpet Chennai,165,Thirunagar JafferkhanpetChennai,950,17370,3,0,5 BHK,Chennai
Ponneri Chennai,3 BHK Villa for sale in Ponneri Chennai,100,Ponneri Chennai,3200,3130,6,1,3 BHK,Chennai
Mambakkam-Chengalpattu  Chennai,1 BHK Independent House for sale in Mambakkam-Chengalpattu  Chennai,37,Mambakkam-Chengalpattu  Chennai,800,4630,4,0,1 BHK,Chennai
MP Karvi,2 BHK Flat for sale in Anakaputhur Chennai,35,Guru Swamy Nagar AnakaputhurChennai,727,4810,2,1,2 BHK,Chennai
AKS Sunstone,2 BHK Flat for sale in Ambattur Industrial Estate Chennai,55,Nolambur Ambattur Industrial EstateChennai,902,6100,3,1,2 BHK,Chennai
Sri Ashtalakshmi Nagar,3 BHK Independent House for sale in Maraimalai Nagar Chennai,27,Maraimalai Nagar Chennai,940,2870,3,0,3 BHK,Chennai
Kovur Chennai,2 BHK Villa for sale in Kovur Chennai,175,Kovur Chennai,3200,5470,4,1,2 BHK,Chennai
Anna Nagar ChengalpattuChennai,2 BHK Independent House for sale in Chengalpattu Chennai,32,Anna Nagar ChengalpattuChennai,600,5450,2,0,2 BHK,Chennai
Padur Chennai,5 BHK Villa for sale in Padur Chennai,190,Padur Chennai,3200,5940,1,1,5 BHK,Chennai
VGN Coasta,3 BHK Flat for sale in Muttukadu Chennai,127,Muttukadu Chennai,1650,7700,3,1,3 BHK,Chennai
Maraimalai Nagar Chennai,2 BHK Villa for sale in Maraimalai Nagar Chennai,37,Maraimalai Nagar Chennai,800,4630,4,1,2 BHK,Chennai
Anna Nagar ChengalpattuChennai,1 BHK Independent House for sale in Chengalpattu Chennai,22,Anna Nagar ChengalpattuChennai,600,3670,2,1,1 BHK,Chennai
Korattur Tank KoratturChennai,3 BHK Independent House for sale in Korattur Chennai,600,Korattur Tank KoratturChennai,4800,12500,5,1,3 BHK,Chennai
Ayapakkam Chennai,3 BHK Villa for sale in Ayapakkam Chennai,150,Ayapakkam Chennai,2000,7500,2,1,3 BHK,Chennai
Thiruvellavoyal Chennai,2 BHK Independent House for sale in Thiruvellavoyal Chennai,60,Thiruvellavoyal Chennai,900,6670,3,1,2 BHK,Chennai
Sri Durga Vijiya Apartment ArumbakkamJagannatha Nagar ArumbakkamChennai,2 BHK Flat for sale in Arumbakkam Chennai,75,Sri Durga Vijiya Apartment ArumbakkamJagannatha Nagar ArumbakkamChennai,1079,6950,3,0,2 BHK,Chennai
Mahindra Lifespaces HappinestParanur Chennai,1 BHK Flat for sale in Paranur Chennai,300,Mahindra Lifespaces HappinestParanur Chennai,533,56280,2,1,1 BHK,Chennai
Mahindra Lifespaces HappinestParanur Chennai,2 BHK Flat for sale in Paranur Chennai,500,Mahindra Lifespaces HappinestParanur Chennai,1000,50000,3,0,2 BHK,Chennai
Alagasanagar Chennai,2 BHK Independent House for sale in Alagasanagar Chennai,105,Alagasanagar Chennai,2000,5250,1,1,2 BHK,Chennai
Alagasanagar Chennai,3.5 BHK Independent House for sale in Alagasanagar Chennai,200,Alagasanagar Chennai,4000,5000,2,1,3.5 BHK,Chennai
Alagasanagar Chennai,1 BHK Independent House for sale in Alagasanagar Chennai,50,Alagasanagar Chennai,700,7140,2,0,1 BHK,Chennai
Mahindra Happinest,2 BHK Flat for sale in Avadi Chennai,30,Avadi Chennai,690,4350,2,0,2 BHK,Chennai
Thirumalai Flats,2 BHK Flat for sale in Thirumullaivoyal Chennai,42,Ambedkar Nagar ThirumullaivoyalChennai,922,4550,3,1,2 BHK,Chennai
Nova Life SpaceMogappair West Ambattur Industrial EstateChennai,2 BHK Flat for sale in Ambattur Industrial Estate Chennai,84,Nova Life SpaceMogappair West Ambattur Industrial EstateChennai,1052,7980,3,0,2 BHK,Chennai
Mahakavi Bharathiyar Nagar VyasarpadiChennai,3 BHK Independent House for sale in Vyasarpadi Chennai,95,Mahakavi Bharathiyar Nagar VyasarpadiChennai,860,11050,3,1,3 BHK,Chennai
MelodyMannivakkam Chennai,3 BHK Flat for sale in Mannivakkam Chennai,40,MelodyMannivakkam Chennai,2080,1920,4,1,3 BHK,Chennai
Andal Nagar AdambakkamChennai,6 BHK Independent House for sale in Adambakkam Chennai,339,Andal Nagar AdambakkamChennai,3000,11300,6,1,6 BHK,Chennai
Thandurai NemilicheriChennai,4 BHK Independent House for sale in Nemilicheri Chennai,120,Thandurai NemilicheriChennai,1500,8000,3,1,4 BHK,Chennai
Venkatraman Nagar,1 BHK Flat for sale in Korattur Chennai,42,Sivanandam Colony KoratturChennai,476,9000,2,0,1 BHK,Chennai
Castle,2 BHK Flat for sale in Korattur Chennai,40,Korattur Chennai,660,6060,2,1,2 BHK,Chennai
Hiranandani Parks Apartment,4 BHK Flat for sale in Oragadam Sriperambattur Chennai,100,Oragadam Sriperambattur Chennai,2289,4370,4,1,4 BHK,Chennai
AISHWARYAM Apartments,3 BHK Flat for sale in Kolathur Chennai,82,Balakumaran Nagar KolathurChennai,1380,5940,3,1,3 BHK,Chennai
Sai Sadan AynambakkamKil Ayanambakkam Chennai,2 BHK Flat for sale in Kil Ayanambakkam Chennai,55,Sai Sadan AynambakkamKil Ayanambakkam Chennai,908,6060,3,1,2 BHK,Chennai
Kadambathur Kadambathur Chennai,1 BHK Independent House for sale in Kadambathur Chennai,19,Kadambathur Kadambathur Chennai,650,3000,2,0,1 BHK,Chennai
Kadambathur railway station Kadambathur Chennai,1 BHK Villa for sale in Kadambathur Chennai,19,Kadambathur railway station Kadambathur Chennai,650,3000,2,0,1 BHK,Chennai
Anna Nagar ChengalpattuChennai,1 BHK Independent House for sale in Chengalpattu Chennai,25,Anna Nagar ChengalpattuChennai,400,6450,2,1,1 BHK,Chennai
Mogappair Chennai,2 BHK Independent House for sale in Mogappair Chennai,160,Mogappair Chennai,1150,13910,3,0,2 BHK,Chennai
Kamaraj Nagar ChoolaimeduChennai,8 BHK Independent House for sale in Choolaimedu Chennai,190,Kamaraj Nagar ChoolaimeduChennai,3000,6330,5,1,8 BHK,Chennai
Subhash Nagar ChromepetChennai,1 RK Flat for sale in Chromepet Chennai,39,Subhash Nagar ChromepetChennai,400,9750,2,1,1 RK,Chennai
Samiyar Garden VyasarpadiChennai,1 BHK Independent House for sale in Vyasarpadi Chennai,26,Samiyar Garden VyasarpadiChennai,500,5200,2,0,1 BHK,Chennai
casagrand arena Gandhi Nagar Oragadam AmbatturChennai,3 BHK Independent House for sale in Oragadam Ambattur Chennai,80,casagrand arena Gandhi Nagar Oragadam AmbatturChennai,1350,5920,3,0,3 BHK,Chennai
Irasi Isaiyaham Apartment,2 BHK Flat for sale in Korattur Chennai,70,Korattur Tank KoratturChennai,865,8090,3,0,2 BHK,Chennai
Samiyar Garden VyasarpadiChennai,3 BHK Independent House for sale in Vyasarpadi Chennai,35,Samiyar Garden VyasarpadiChennai,1000,3500,3,1,3 BHK,Chennai
Guduvancheri Chennai,2 BHK Independent House for sale in Guduvancheri Chennai,60,Guduvancheri Chennai,1000,6000,3,0,2 BHK,Chennai
Anna Nagar ChengalpattuChennai,2 BHK Independent House for sale in Chengalpattu Chennai,33,Anna Nagar ChengalpattuChennai,800,4220,5,1,2 BHK,Chennai
Kamaraj Nagar PerungudiChennai,1 BHK Independent House for sale in Perungudi Chennai,38,Kamaraj Nagar PerungudiChennai,720,5280,2,1,1 BHK,Chennai
Poonamallee Chennai,1 BHK Independent House for sale in Poonamallee Chennai,30,Poonamallee Chennai,896,3350,3,1,1 BHK,Chennai
Chepauk TriplicaneChennai,3 BHK Independent House for sale in Triplicane Chennai,110,Chepauk TriplicaneChennai,390,28200,1,1,3 BHK,Chennai
Saradapuram MylaporeChennai,3 BHK Flat for sale in Mylapore Chennai,120,Saradapuram MylaporeChennai,1265,9490,3,1,3 BHK,Chennai
Chetpet Chennai,5 BHK Independent House for sale in Chetpet Chennai,90,Chetpet Chennai,1500,6000,3,1,5 BHK,Chennai
million arcesGuduvancheri Chennai,2 BHK Independent House for sale in Guduvancheri Chennai,40,million arcesGuduvancheri Chennai,600,6670,2,1,2 BHK,Chennai
BRICS CONSTRUCTIONJAK Nagar ThirumullaivoyalChennai,3 BHK Flat for sale in Thirumullaivoyal Chennai,55,BRICS CONSTRUCTIONJAK Nagar ThirumullaivoyalChennai,1210,4590,3,1,3 BHK,Chennai
Nagarjuna Nagar KodambakkamChennai,2 BHK Flat for sale in Kodambakkam Chennai,40,Nagarjuna Nagar KodambakkamChennai,635,6300,2,0,2 BHK,Chennai
BRICS CONSTRUCTIONVaishnavi Nagar ThirumullaivoyalChennai,2 BHK Flat for sale in Thirumullaivoyal Chennai,37,BRICS CONSTRUCTIONVaishnavi Nagar ThirumullaivoyalChennai,810,4660,3,0,2 BHK,Chennai
Kadambathur Chennai,2 BHK Independent House for sale in Kadambathur Chennai,30,Kadambathur Chennai,800,3750,1,0,2 BHK,Chennai
Velachery Chennai,2 BHK Villa for sale in Velachery Chennai,45,Velachery Chennai,850,5290,3,0,2 BHK,Chennai
Oragadam Sriperambattur Chennai,6 BHK Independent House for sale in Oragadam Sriperambattur Chennai,75,Oragadam Sriperambattur Chennai,3000,2500,2,1,6 BHK,Chennai
Anthony Nagar KolathurChennai,3 BHK Independent House for sale in Kolathur Chennai,95,Anthony Nagar KolathurChennai,1600,5940,3,0,3 BHK,Chennai
Kadambathur Chennai,3 BHK Independent House for sale in Kadambathur Chennai,155,Kadambathur Chennai,4429,3500,5,1,3 BHK,Chennai
Kadambathur Chennai,3 BHK Independent House for sale in Kadambathur Chennai,155,Kadambathur Chennai,4424,3500,5,1,3 BHK,Chennai
Mantri Synergy,2 BHK Flat for sale in Padur Chennai,60,Padur Chennai,1100,5450,3,0,2 BHK,Chennai
VGN Brixton,2 BHK Flat for sale in Mevalurkuppam Chennai,26,Mevalurkuppam Chennai,759,3420,2,0,2 BHK,Chennai
Prem Nagar PozhichalurChennai,5 BHK Villa for sale in Pozhichalur Chennai,225,Prem Nagar PozhichalurChennai,3400,6620,5,1,5 BHK,Chennai
Jagannathapuram ChetpetChennai,5 BHK Independent House for sale in Chetpet Chennai,90,Jagannathapuram ChetpetChennai,1400,6430,3,0,5 BHK,Chennai
MM Sai Paradise Apartment Guduvancheri Chennai,2 BHK Flat for sale in Guduvancheri Chennai,48,MM Sai Paradise Apartment Guduvancheri Chennai,850,5650,3,0,2 BHK,Chennai
SATYAMGR Nagar MangaduChennai,2 BHK Flat for sale in Mangadu Chennai,49,SATYAMGR Nagar MangaduChennai,600,8170,2,1,2 BHK,Chennai
Palace GardensGandhi Nagar Oragadam AmbatturChennai,3.5 BHK Flat for sale in Oragadam Ambattur Chennai,110,Palace GardensGandhi Nagar Oragadam AmbatturChennai,2256,4880,4,1,3.5 BHK,Chennai
Lancor Abode Valley,3 BHK Flat for sale in Kattankulathur Chennai,50,Kattankulathur Chennai,1125,4440,3,1,3 BHK,Chennai
Mahindra World City,2 BHK Independent House for sale in Maraimalai Nagar Chennai,30,Maraimalai Nagar Chennai,900,3330,3,0,2 BHK,Chennai
Mahindra World City,3 BHK Independent House for sale in Maraimalai Nagar Chennai,40,Maraimalai Nagar Chennai,1500,2670,3,0,3 BHK,Chennai
Gomathi Amman Nagar IX Extn I,1 BHK Villa for sale in Thiruvallur Chennai,11,Thiruvallur Chennai,600,1830,2,0,1 BHK,Chennai
Anthony Nagar KolathurChennai,6 BHK Independent House for sale in Kolathur Chennai,81,Anthony Nagar KolathurChennai,542,14940,2,1,6 BHK,Chennai
Kathirvedu PuzhalChennai,3 BHK Independent House for sale in Puzhal Chennai,140,Kathirvedu PuzhalChennai,2200,6360,4,1,3 BHK,Chennai
Harikrishnapuram ManaliChennai,3 BHK Independent House for sale in Manali Chennai,80,Harikrishnapuram ManaliChennai,1200,6670,3,1,3 BHK,Chennai
Besant Nagar Chennai,4 BHK Flat for sale in Besant Nagar Chennai,496,Besant Nagar Chennai,2482,19990,4,1,4 BHK,Chennai
Sri Sai mm nagarVandalur Chennai,2 BHK Independent House for sale in Vandalur Chennai,42,Sri Sai mm nagarVandalur Chennai,990,4300,3,1,2 BHK,Chennai
Pratheesh suppliers Red Hills Chennai,1 BHK Independent House for sale in Red Hills Chennai,22,Pratheesh suppliers Red Hills Chennai,1740,1260,3,1,1 BHK,Chennai
Sea View Apartments,2 BHK Flat for sale in Thiruvanmiyur Chennai,53,Lalitha Nagar ThiruvanmiyurChennai,816,6500,3,1,2 BHK,Chennai
JC sheltersPerungalathur Chennai,2 BHK Flat for sale in Perungalathur Chennai,30,JC sheltersPerungalathur Chennai,745,4030,2,0,2 BHK,Chennai
Indira Orchard Town,2 BHK Independent House for sale in Maraimalai Nagar Chennai,36,Maraimalai Nagar Chennai,725,4960,2,1,2 BHK,Chennai
Avadi Chennai,3 BHK Independent House for sale in Avadi Chennai,65,Avadi Chennai,1400,4640,3,0,3 BHK,Chennai
Periyapalayam Chennai,2 BHK Villa for sale in Periyapalayam Chennai,35,Periyapalayam Chennai,1050,3330,3,1,2 BHK,Chennai
Veerapuram Chennai,2 BHK Independent House for sale in Veerapuram Chennai,21,Veerapuram Chennai,1000,2100,3,0,2 BHK,Chennai
Surya Apartment,2 BHK Flat for sale in Mylapore Chennai,99,CIT Colony MylaporeChennai,1000,9900,3,1,2 BHK,Chennai
Landster Water Front,3 BHK Independent House for sale in Muttukadu Chennai,91,Muttukadu Chennai,2295,4000,4,1,3 BHK,Chennai
Aravind NakshatraJAK Nagar ThirumullaivoyalChennai,3 BHK Flat for sale in Thirumullaivoyal Chennai,58,Aravind NakshatraJAK Nagar ThirumullaivoyalChennai,1210,4790,3,1,3 BHK,Chennai
JHL Chengalpet,1 BHK Independent House for sale in Chengalpattu Chennai,110,Chengalpattu Chennai,1500,7330,3,1,1 BHK,Chennai
Arjunamedu ThiruverkkaduChennai,2 BHK Independent House for sale in Thiruverkkadu Chennai,113,Arjunamedu ThiruverkkaduChennai,910,12420,3,1,2 BHK,Chennai
Building om shakthi nilayam Narayana Krishnaraja Puram TriplicaneChennai,2 BHK Flat for sale in Triplicane Chennai,62,Building om shakthi nilayam Narayana Krishnaraja Puram TriplicaneChennai,678,9140,2,0,2 BHK,Chennai
Anna Nagar ChengalpattuChennai,2 BHK Independent House for sale in Chengalpattu Chennai,33,Anna Nagar ChengalpattuChennai,800,4130,5,1,2 BHK,Chennai
Lumbini Square PurasawalkamChennai,4 BHK Independent House for sale in Purasawalkam Chennai,75,Lumbini Square PurasawalkamChennai,1500,5000,3,1,4 BHK,Chennai
Sakthi Sai Apartment AmbatturPudur AmbatturChennai,3 BHK Flat for sale in Ambattur Chennai,63,Sakthi Sai Apartment AmbatturPudur AmbatturChennai,1100,5730,3,1,3 BHK,Chennai
Oragadam Ambattur Chennai,2 BHK Independent House for sale in Oragadam Ambattur Chennai,55,Oragadam Ambattur Chennai,850,6470,3,0,2 BHK,Chennai
Oragadam Ambattur Chennai,2 BHK Independent House for sale in Oragadam Ambattur Chennai,55,Oragadam Ambattur Chennai,850,6470,3,0,2 BHK,Chennai
Rajaji Nagar Extention MadipakkamChennai,3 BHK Independent House for sale in Madipakkam Chennai,75,Rajaji Nagar Extention MadipakkamChennai,1248,6010,3,0,3 BHK,Chennai
Anna Nagar ChengalpattuChennai,1 BHK Independent House for sale in Chengalpattu Chennai,21,Anna Nagar ChengalpattuChennai,400,5290,2,0,1 BHK,Chennai
Foundations Kumananchavadi Chennai,2 BHK Flat for sale in Kumananchavadi Chennai,60,Foundations Kumananchavadi Chennai,901,6660,3,0,2 BHK,Chennai
Villivalam Chennai,3 BHK Independent House for sale in Villivalam Chennai,110,Villivalam Chennai,950,11580,3,0,3 BHK,Chennai
Avadi Chennai,2 BHK Independent House for sale in Avadi Chennai,76,Avadi Chennai,1250,6080,3,1,2 BHK,Chennai
MUTHAMIZH NAGAR KODUNGAIYURMuthamizh Nagar Kodungaiyur WestChennai,1 BHK Independent House for sale in Kodungaiyur West Chennai,32,MUTHAMIZH NAGAR KODUNGAIYURMuthamizh Nagar Kodungaiyur WestChennai,390,8330,1,1,1 BHK,Chennai
Korukkupet WashermanpetChennai,1 BHK Independent House for sale in Washermanpet Chennai,5,Korukkupet WashermanpetChennai,355,1410,1,1,1 BHK,Chennai
BhogarMenambedu AmbatturChennai,2 BHK Flat for sale in Ambattur Chennai,24,BhogarMenambedu AmbatturChennai,803,3070,3,0,2 BHK,Chennai
T V H Svaya,3 BHK Flat for sale in Irungattukottai Chennai,15,Irungattukottai Chennai,645,2330,2,0,3 BHK,Chennai
Ramakrishna Nagar Raja Annamalai PuramChennai,3 BHK Independent House for sale in Raja Annamalai Puram Chennai,780,Ramakrishna Nagar Raja Annamalai PuramChennai,3000,26000,3,1,3 BHK,Chennai
Anna Enclave InjambakkamChennai,5 BHK Independent House for sale in Injambakkam Chennai,160,Anna Enclave InjambakkamChennai,3200,5000,3,1,5 BHK,Chennai
Nolambur Ambattur Industrial EstateChennai,5 BHK Independent House for sale in Ambattur Industrial Estate Chennai,215,Nolambur Ambattur Industrial EstateChennai,3000,7170,1,1,5 BHK,Chennai
Sembiyan PeramburChennai,6 BHK Independent House for sale in Perambur Chennai,200,Sembiyan PeramburChennai,2400,8330,4,1,6 BHK,Chennai
Anna Nagar ChengalpattuChennai,1 BHK Independent House for sale in Chengalpattu Chennai,16,Anna Nagar ChengalpattuChennai,400,4050,2,1,1 BHK,Chennai
Ekkatuthangal Chennai,3 BHK Independent House for sale in Ekkatuthangal Chennai,195,Ekkatuthangal Chennai,1750,11140,3,1,3 BHK,Chennai
CHANDRA FLATS AMBATTUR Ambattur Chennai,2 BHK Flat for sale in Ambattur Chennai,40,CHANDRA FLATS AMBATTUR Ambattur Chennai,690,5800,2,1,2 BHK,Chennai
Casagrand Pavilion,4 BHK Independent House for sale in Semmancheri Chennai,150,Semmancheri Chennai,2400,6250,4,1,4 BHK,Chennai
Chinnasekkadu ManaliChennai,2 BHK Independent House for sale in Manali Chennai,60,Chinnasekkadu ManaliChennai,1400,4290,3,1,2 BHK,Chennai
Thanigai Gomathi Amman Nagar Phase II,1 BHK Independent House for sale in Red Hills Chennai,27,Gomathy Amman Nagar Red HillsChennai,600,4500,2,0,1 BHK,Chennai
Kaietha Milleth Nagar PallikaranaiChennai,3 BHK Flat for sale in Pallikaranai Chennai,73,Kaietha Milleth Nagar PallikaranaiChennai,1074,6820,3,0,3 BHK,Chennai
TNHB LIG Flats,1 BHK Flat for sale in Virugambakkam Chennai,47,Swarnambigai Nagar VirugambakkamChennai,583,8060,2,1,1 BHK,Chennai
Chinnaekkadu ThiruvallurChennai,2 BHK Independent House for sale in Thiruvallur Chennai,40,Chinnaekkadu ThiruvallurChennai,900,4440,3,1,2 BHK,Chennai
